sessionId,userId,surveyId,surveyVersion,createdAtDate,createdAtTime
723dd2c4-1d97-4f4b-bd3e-80cbfecb4959,demo,waite_opuf_adult2,08/08/2024,09/08/2024,10:44:54
a4b30a0e-0b47-4fed-bcf7-a9163657449d,demo,waite_opuf_adult2,08/08/2024,08/08/2024,14:27:29
84d78961-bb9f-4a7c-87c4-24ace931fe89,demo (tom),waite_opuf_adult2,08/08/2024,09/08/2024,09:28:07
3d2a690c-3200-4abc-a439-ecc3fa711f5c,demo,waite_opuf_adult2,09/08/2024,09/08/2024,15:33:50
c1221489-2c30-4a28-a2ab-76a1b073f561,demo,waite_opuf_adult2,09/08/2024,09/08/2024,22:44:17
b7d28b42-8c99-40db-92c3-6ec0891f8594,,waite_opuf_adult2,09/08/2024,09/08/2024,22:41:50
276e92e4-07e9-40b1-9edd-69d95f9e7f01,test,waite_opuf_adult2,09/08/2024,09/08/2024,22:46:03
d2286238-d6fa-4c63-882e-ed71a2a8976d,demo,waite_opuf_adult2,09/08/2024,12/08/2024,10:10:12
1867f39d-e3a5-4eff-a7b5-f46289b89c04,demo,waite_opuf_adult2,09/08/2024,09/08/2024,22:52:42
